flight_number,origin_station_code,destination_station_code,record_locator,arrival_delay_minutes,passenger_class,number_of_legs,loyalty_program_level,generation,fleet_type_description,actual_flown_miles,food_satisfaction_score,feedback_ID
979,IAX,EDX,L5XXFP,-1,Economy,2,non-elite,Millennial,B767-400,3477,1,F_2635
1573,DEX,EWX,A0XX2V,23,Economy,2,premier silver,Silent,B787-9,1605,2,F_2636
2457,LAX,EWX,IWXXFX,-28,Economy,1,non-elite,Gen X,B787-10,2454,4,F_2637
1754,EWX,SAX,JJXX5H,-10,Economy,2,non-elite,Boomer,B737-MAX8,2425,1,F_2638
84,DEX,EWX,PEXXES,-33,Economy,1,premier platinum,Gen X,B787-9,7323,4,F_2639
86,TLX,EWX,IEXX6K,9,Economy,1,non-elite,Gen X,B787-10,5692,1,F_2640
38,EDX,EWX,EEXXDS,-33,Economy,1,non-elite,Boomer,B757-200,3269,3,F_2641
3632,BNX,EWX,NPXXZ3,-20,Economy,1,non-elite,Gen X,ERJ-175,748,5,F_2642
108,MUX,IAX,JQXXS9,-2,Economy,1,non-elite,Boomer,B777-200,4263,1,F_2643
3705,ORX,GRX,HXXX0Z,-22,Economy,2,non-elite,Boomer,ERJ-175,137,3,F_2644
1055,EWX,CUX,MJXXCV,52,Economy,1,non-elite,Boomer,B737-900,1547,2,F_2645
881,IAX,LHX,FHXX0Y,27,Economy,1,non-elite,Gen X,B777-200,4834,2,F_2646
5312,IAX,BOX,FZXXMQ,-3,Economy,2,premier gold,Gen X,ERJ-175,1482,5,F_2647
3535,ORX,PVX,DNXXZQ,-14,Economy,2,non-elite,Gen X,ERJ-170,849,4,F_2648
463,IAX,PDX,M2XX7Z,-11,Economy,2,non-elite,Boomer,B737-900,2327,1,F_2649
1510,SFX,HNX,I6XXV7,47,Economy,1,premier silver,Millennial,B777-200,2399,1,F_2650
2,SFX,SIX,LSXXPM,620,Economy,3,non-elite,Gen X,B787-9,8440,4,F_2651
1047,ATX,ORX,A9XX26,16,Economy,1,non-elite,Boomer,A320-200,606,3,F_2652
310,ATX,EWX,HJXXTZ,-1,Economy,1,premier silver,Millennial,B737-700,745,1,F_2653
1910,IAX,CLX,J5XX7K,-14,Economy,1,non-elite,Gen X,B737-900,288,2,F_2654
2262,FLX,IAX,K2XXMH,-25,Economy,2,non-elite,Millennial,B737-900,965,3,F_2655
140,KEX,EWX,F4XXFW,-43,Economy,1,non-elite,Millennial,B757-200,2601,3,F_2656
2095,IAX,LGX,FYXXRT,-8,Economy,2,non-elite,Millennial,A320-200,1416,4,F_2657
2496,SRX,EWX,FDXXHF,-33,Economy,1,premier 1k,Boomer,B737-700,1034,5,F_2658
886,FCX,IAX,B8XX4W,-12,Economy,2,premier platinum,Boomer,B787-8,4505,1,F_2659
2253,MEX,EWX,DEXXYT,44,Economy,1,non-elite,Boomer,B737-700,2076,1,F_2660
5336,DEX,SLX,H4XXGF,117,Economy,3,premier gold,Gen X,CRJ-700,391,4,F_2661
635,ORX,MSX,ODXXQ9,-8,Economy,2,premier silver,Boomer,A320-200,334,1,F_2662
1707,ITX,LAX,CYXXY4,-7,Economy,1,premier 1k,Gen X,B737-900,2449,5,F_2663
1869,YVX,ORX,DGXXFZ,-4,Economy,2,non-elite,Gen X,B737-900,1764,2,F_2664
4563,ORX,RIX,M9XX0H,-21,Economy,1,non-elite,Gen X,CRJ-550,642,2,F_2665
2666,ORX,IAX,O3XXKC,-16,Economy,2,premier platinum,Millennial,B737-MAX9,925,1,F_2666
1830,EWX,SFX,GKXXQH,4,Economy,1,premier silver,Gen X,B777-200,2565,2,F_2667
19,MXX,EWX,EJXXKH,22,Economy,3,non-elite,Boomer,B777-200,4010,3,F_2668
2004,SAX,EWX,JLXX35,22,Economy,1,non-elite,Gen X,B737-700,1569,5,F_2669
2336,LAX,EWX,JTXXFR,-2,Economy,1,non-elite,Boomer,B777-200,2454,5,F_2670
618,DEX,ORX,B8XXFG,-6,Economy,1,premier platinum,Gen X,B757-200,888,1,F_2671
145,EWX,OPX,P0XXH9,-26,Economy,3,non-elite,Boomer,B757-200,3340,2,F_2672
2281,LAX,IAX,BXXXM5,-12,Economy,1,non-elite,Millennial,B737-900,2066,3,F_2673
660,SEX,DEX,MYXXRX,15,Economy,1,non-elite,Boomer,B737-900,1024,5,F_2674
762,MUX,DEX,LXXX2C,27,Economy,1,non-elite,Boomer,B787-9,5225,4,F_2675
42,FCX,EWX,JKXXJY,-5,Economy,1,non-elite,Boomer,B777-300,4292,4,F_2676
2386,SFX,SEX,HXXXK9,-22,Economy,1,premier gold,Millennial,B737-800,678,3,F_2677
992,BCX,IAX,EXXXPQ,-30,Economy,1,non-elite,Gen Z,B777-200,4060,5,F_2678
1492,ORX,SAX,DSXXV4,-19,Economy,2,premier silver,Millennial,B737-800,1041,1,F_2679
966,NAX,EWX,LTXXMX,22,Economy,1,non-elite,Silent,B767-300,4416,4,F_2680
2326,SAX,ORX,H6XXBD,-15,Economy,2,non-elite,Boomer,B737-900,1723,5,F_2681
445,MEX,EWX,PPXXDF,8,Economy,1,non-elite,Boomer,B737-800,946,4,F_2682
2415,DEX,SBX,IHXXWY,9,Economy,2,non-elite,Boomer,A320-200,916,3,F_2683
881,IAX,LHX,EFXXRE,-10,Economy,1,non-elite,Gen X,B777-200,4834,2,F_2684
1527,PUX,EWX,L5XX9R,-23,Economy,1,non-elite,Millennial,B737-900,1563,1,F_2685
2271,DEX,SMX,ERXX20,130,Economy,2,non-elite,Boomer,B737-900,910,1,F_2686
5627,DEX,HSX,EYXXHF,-20,Economy,2,non-elite,Boomer,ERJ-175,1048,1,F_2687
2088,DEX,IAX,OKXXR2,4,Economy,1,non-elite,Silent,B777-200,1452,2,F_2688
1858,BWX,ORX,H1XX1B,-20,Economy,2,non-elite,Silent,B737-800,621,5,F_2689
312,BOX,LAX,GJXXBX,-29,Economy,1,non-elite,Millennial,B737-MAX9,2611,5,F_2690
373,HNX,SFX,LBXXH5,-12,Economy,1,non-elite,Boomer,B777-200,2399,4,F_2691
20,EWX,MXX,IMXX6R,-27,Economy,1,non-elite,Boomer,B777-200,4010,1,F_2692
1849,MCX,SFX,PXXX3P,-14,Economy,1,non-elite,Boomer,B737-MAX9,2445,5,F_2693
628,DEX,EWX,CNXXTG,-13,Economy,1,non-elite,Boomer,B737-900,1605,3,F_2694
1604,ORX,PHX,O3XXWS,-11,Economy,1,non-elite,Silent,A320-200,1440,5,F_2695
980,EDX,IAX,MXXXPQ,-38,Economy,1,non-elite,Boomer,B767-400,3477,5,F_2696
585,PHX,EWX,FSXXX6,-9,Economy,1,non-elite,Boomer,B737-MAX8,2133,3,F_2697
301,SFX,HNX,EZXXDC,-8,Economy,2,non-elite,Boomer,B777-200,2399,4,F_2698
1418,DEX,RDX,EJXXDX,-5,Economy,2,non-elite,Boomer,B737-800,1436,4,F_2699
4767,FSX,DEX,PRXX6G,-19,Economy,2,non-elite,Boomer,ERJ-175,483,3,F_2700
1132,DEX,SAX,PDXXN4,-15,Economy,1,non-elite,Millennial,B737-800,794,1,F_2701
1118,DFX,IAX,I8XXBZ,-2,Economy,2,non-elite,Millennial,A319-100,1172,3,F_2702
978,SNX,EWX,E6XXJ9,-42,Economy,1,non-elite,Boomer,B757-200,3096,2,F_2703
2389,LAX,EWX,PZXX01,-1,Economy,1,premier silver,Millennial,B737-MAX8,2227,4,F_2704
2440,ORX,OMX,P3XX91,-1,Economy,2,non-elite,Gen X,B737-900,416,3,F_2705
318,EWX,DUX,HBXX1C,-7,Economy,1,non-elite,Boomer,B757-200,3193,1,F_2706
4,ORX,ZRX,HGXX86,-15,Economy,1,non-elite,Boomer,B767-300,4443,2,F_2707
1135,DEX,OKX,EZXXRE,-2,Economy,1,non-elite,Gen Z,B737-900,495,1,F_2708
6101,MSX,IAX,F9XX4H,-23,Economy,1,premier 1k,Gen X,ERJ-175,1034,3,F_2709
1746,SFX,IAX,OLXXXK,13,Economy,2,non-elite,Silent,A320-200,1635,1,F_2710
2178,PDX,ORX,P1XXDJ,-20,Economy,1,non-elite,Boomer,B737-MAX9,1739,2,F_2711
1840,PHX,DEX,G7XXTK,103,Economy,2,non-elite,Millennial,B737-MAX8,602,1,F_2712
301,SFX,HNX,A6XXE4,-26,Economy,2,premier platinum,Boomer,B777-200,2399,2,F_2713
714,DEX,ORX,O1XX6G,-23,Economy,1,premier gold,Gen X,B787-9,7483,1,F_2714
1934,SNX,ORX,A9XXFH,-4,Economy,1,premier 1k,Gen X,B737-800,1726,3,F_2715
1768,DEX,DCX,EVXXFK,-12,Economy,1,premier 1k,Gen X,B737-800,1476,2,F_2716
317,DUX,EWX,CHXXS6,2,Economy,2,non-elite,Boomer,B757-200,3193,5,F_2717
2370,PVX,DEX,NHXXEX,-14,Economy,2,non-elite,Millennial,A320-200,1321,4,F_2718
1758,PIX,DEX,CFXXN9,-19,Economy,2,non-elite,Boomer,A320-200,1290,4,F_2719
63,IAX,GRX,HBXXB8,31,Economy,1,premier platinum,Boomer,B787-9,4901,1,F_2720
250,TFX,EWX,DPXXTR,-19,Economy,1,non-elite,Gen X,B757-200,3344,4,F_2721
3504,RDX,IAX,DRXXX1,-4,Economy,2,non-elite,Gen X,ERJ-170,224,2,F_2722
893,ICX,SFX,FVXXZX,-40,Economy,2,non-elite,Millennial,B787-9,5659,1,F_2723
1072,EWX,ORX,I8XX5W,-17,Economy,1,non-elite,Gen X,B737-900,719,2,F_2724
990,IAX,FRX,BSXXRL,18,Economy,1,premier silver,Gen X,B777-300,4082,1,F_2725
2189,DEX,FLX,K1XXPE,-10,Economy,1,non-elite,Boomer,B737-900,1703,2,F_2726
2472,SAX,EWX,C5XXHS,0,Economy,1,non-elite,Boomer,B737-800,2425,2,F_2727
196,MUX,SFX,NVXXQF,73,Economy,1,premier platinum,Gen X,B777-300,5889,1,F_2728
1193,IAX,SJX,F8XXZH,-12,Economy,1,premier platinum,Gen X,B737-900,2007,5,F_2729
91,EWX,TLX,P8XXYP,-16,Economy,1,non-elite,Gen X,B787-10,5692,3,F_2730
478,BOX,SFX,AGXXGG,-27,Economy,1,premier silver,Boomer,B737-MAX9,2704,3,F_2731
4611,ITX,EWX,GJXXMR,1,Economy,2,non-elite,Boomer,CRJ-550,171,5,F_2732
960,LHX,ORX,HWXXR5,-35,Economy,1,premier silver,Gen X,B767-300,3953,1,F_2733
2641,IAX,BNX,PLXXHC,-14,Economy,1,premier gold,Boomer,B737-800,657,1,F_2734
115,PPX,SFX,JZXXP5,-35,Economy,2,non-elite,Boomer,B787-9,4188,2,F_2735
5878,YYX,IAX,K3XXG1,-24,Economy,1,non-elite,Boomer,ERJ-175,1280,3,F_2736
234,DEX,SFX,JZXXQ1,-20,Economy,1,non-elite,Boomer,B737-900,967,3,F_2737
1609,SEX,ORX,BRXXCY,-11,Economy,1,non-elite,Boomer,B737-900,1721,5,F_2738
1232,HNX,LAX,FFXXB1,11,Economy,1,non-elite,Gen X,B757-300,2556,2,F_2739
374,DEX,LAX,PEXXZ3,1,Economy,1,premier silver,Gen X,B737-900,629,1,F_2740
5,LHX,IAX,E2XXS8,-35,Economy,2,non-elite,Boomer,B787-9,4834,5,F_2741
5379,DEX,YYX,EMXXWB,-19,Economy,2,non-elite,Boomer,ERJ-175,899,4,F_2742
592,SEX,EWX,D1XXMX,27,Economy,1,non-elite,Boomer,B737-900,2401,2,F_2743
2327,ORX,TPX,H3XXM3,-14,Economy,1,premier 1k,Gen X,B737-MAX9,1012,2,F_2744
856,LIX,IAX,O5XXPR,-7,Economy,1,non-elite,Boomer,B767-300,3133,1,F_2745
3485,RDX,EWX,IJXXET,-7,Economy,2,premier 1k,Boomer,ERJ-175,416,3,F_2746
243,PDX,SFX,H8XXT0,-14,Economy,2,non-elite,Gen X,B737-800,550,3,F_2747
1433,JAX,DEX,DYXXSN,3,Economy,2,non-elite,Millennial,A319-100,406,3,F_2748
48,FRX,IAX,PLXXDM,-5,Economy,1,premier gold,Gen X,B777-200,5233,5,F_2749
2410,PHX,ORX,L0XXVR,1,Economy,2,premier platinum,Boomer,A319-100,678,2,F_2750
135,EWX,ZRX,I2XXM9,-14,Economy,1,non-elite,Gen X,B767-300,3946,1,F_2751
1859,IAX,AUX,F1XX09,-2,Economy,1,premier silver,Boomer,A320-200,1297,5,F_2752
2369,SFX,DEX,FEXXNC,-9,Economy,2,non-elite,Boomer,A320-200,967,2,F_2753
335,EWX,DFX,JYXXDP,139,Economy,1,premier silver,Boomer,B737-700,1372,3,F_2754
1800,MIX,EWX,PJXXMN,-17,Economy,1,non-elite,Gen X,B737-MAX8,1086,2,F_2755
417,ORX,MXX,HTXXSM,8,Economy,2,premier silver,Gen X,B787-8,4523,2,F_2756
760,RSX,EWX,NMXX21,51,Economy,2,non-elite,Millennial,B737-MAX8,1068,1,F_2757
2035,IAX,SFX,BZXXJW,-12,Economy,1,premier platinum,Gen X,B737-900,1635,2,F_2758
161,MUX,IAX,IQXX19,145,Economy,1,premier gold,Gen X,B767-300,5417,2,F_2759
1970,EWX,SEX,JVXXMN,-5,Economy,1,non-elite,Gen X,B737-900,2401,1,F_2760
182,FRX,DEX,MCXX4R,-5,Economy,1,non-elite,Gen X,B787-9,5040,2,F_2761
613,IAX,LOX,DHXXL2,16,Economy,1,non-elite,Silent,B787-8,5442,4,F_2762
2061,IAX,BOX,MXXX88,48,Economy,1,premier silver,Boomer,B737-900,413,1,F_2763
721,DEX,YYX,HDXXX2,-14,Economy,2,non-elite,Boomer,A319-100,899,4,F_2764
1869,YVX,ORX,FYXXJM,-4,Economy,2,premier 1k,Gen X,B737-900,1764,3,F_2765
1817,DEX,CLX,FXXX1N,-10,Economy,2,non-elite,Boomer,B737-900,1201,5,F_2766
149,GRX,EWX,DLXXBZ,-1,Economy,1,non-elite,Gen X,B777-200,4758,3,F_2767
2137,BOX,IAX,A1XXSZ,16,Economy,2,premier silver,Millennial,B737-700,413,3,F_2768
2416,RNX,DEX,GYXX4M,-3,Economy,2,non-elite,Boomer,A320-200,804,4,F_2769
2336,LAX,EWX,E2XXCY,-18,Economy,1,non-elite,Boomer,B757-200,2454,3,F_2770
640,DEX,MSX,CYXX6F,-6,Economy,2,non-elite,Boomer,B737-800,679,2,F_2771
515,LAX,JFX,ANXXVN,-11,Economy,3,non-elite,Gen X,B757-200,2475,4,F_2772
352,DCX,SFX,C1XX7Q,50,Economy,1,premier silver,Gen X,B737-800,2442,5,F_2773
936,LHX,LAX,NZXXT1,-5,Economy,1,non-elite,Silent,B787-9,5456,3,F_2774
795,EWX,SAX,DHXX4W,-6,Economy,1,premier 1k,Gen X,B737-800,2425,5,F_2775
920,LHX,IAX,FHXXS6,-15,Economy,2,premier gold,Millennial,B777-200,3677,2,F_2776
980,EDX,IAX,ONXXT8,104,Economy,1,non-elite,Boomer,B767-400,3477,4,F_2777
1004,DFX,EWX,LHXX2P,-18,Economy,1,premier gold,Boomer,A319-100,1372,5,F_2778
801,EWX,MCX,C0XX9Z,8,Economy,1,non-elite,Boomer,B737-800,938,3,F_2779
1607,MCX,IAX,ORXXG5,14,Economy,1,non-elite,Gen X,B737-MAX9,758,2,F_2780
1449,SAX,SFX,ONXX7P,-11,Economy,1,premier silver,Gen X,B737-MAX9,447,2,F_2781
2451,IAX,DEX,O9XX7V,-5,Economy,1,non-elite,Silent,B737-900,1452,2,F_2782
351,BZX,DEX,ACXX9R,17,Economy,2,non-elite,Gen X,A320-200,525,4,F_2783
142,TLX,ORX,JKXXXG,-2,Economy,1,non-elite,Boomer,B787-8,6180,4,F_2784
972,FCX,ORX,DVXXRP,-18,Economy,1,non-elite,Gen X,B787-8,4823,5,F_2785
1884,IAX,LAX,N5XXV4,-5,Economy,1,non-elite,Gen X,B777-200,1379,1,F_2786
1065,MEX,EWX,C5XXP3,-7,Economy,1,premier gold,Gen X,B737-700,2076,2,F_2787
973,ORX,BRX,FQXX3B,4,Economy,2,non-elite,Millennial,B787-10,4160,5,F_2788
334,BOX,LAX,IHXXNE,-12,Economy,1,non-elite,Boomer,B737-MAX9,2611,2,F_2789
3454,EWX,CMX,H4XX3P,-17,Economy,1,non-elite,Silent,ERJ-175,462,5,F_2790
2326,SAX,ORX,GJXXTX,-7,Economy,2,premier platinum,Boomer,B737-900,1723,3,F_2791
1100,SJX,IAX,J6XXZ5,-3,Economy,1,non-elite,Gen X,B737-800,1552,3,F_2792
273,EWX,NCX,CHXX10,62,Economy,2,premier 1k,Millennial,B767-300,4007,3,F_2793
385,DEX,HNX,CZXXJE,0,Economy,2,non-elite,Boomer,B777-200,3365,4,F_2794
2398,MCX,EWX,CDXXPR,3,Economy,2,non-elite,Boomer,B737-900,938,1,F_2795
2276,IAX,IAX,E4XX1J,3,Economy,2,non-elite,Gen X,A320-200,1190,5,F_2796
2058,YVX,IAX,P7XX78,-7,Economy,1,non-elite,Boomer,B737-MAX9,1971,4,F_2797
1658,MYX,EWX,A0XX96,-19,Economy,1,non-elite,Boomer,A320-200,550,5,F_2798
1196,DTX,ORX,EHXX98,-5,Economy,2,premier 1k,Gen X,A319-100,235,2,F_2799
5696,MFX,SFX,EPXXZQ,-13,Economy,2,non-elite,Boomer,ERJ-175,329,4,F_2800
2479,SAX,ORX,MNXX15,-14,Economy,1,premier gold,Boomer,A320-200,1723,5,F_2801
504,IAX,ORX,DBXXKY,-14,Economy,1,premier platinum,Boomer,B777-200,925,3,F_2802
1246,EWX,MSX,KZXXYM,-9,Economy,1,premier gold,Gen X,A320-200,1008,2,F_2803
2298,EWX,LAX,EWXXBH,-39,Economy,1,non-elite,Boomer,B737-MAX8,2227,4,F_2804
1518,EWX,FLX,FQXXTE,-17,Economy,1,non-elite,Boomer,B737-MAX8,1065,2,F_2805
855,IAX,LIX,NGXX9Q,-10,Economy,2,non-elite,Boomer,B767-300,3133,2,F_2806
384,HNX,DEX,J1XXW2,-38,Economy,1,non-elite,Boomer,B777-200,3365,1,F_2807
2360,MCX,EWX,K3XX0N,107,Economy,1,non-elite,Boomer,B737-MAX8,938,4,F_2808
1136,IAX,DCX,DSXX7W,-7,Economy,1,non-elite,Silent,A319-100,1208,2,F_2809
1732,KOX,DEX,GSXXQ3,-21,Economy,1,non-elite,Boomer,B757-200,3331,4,F_2810
713,ORX,DEX,HTXXZK,-36,Economy,2,non-elite,Gen X,B787-9,7483,2,F_2811
28,DEX,LHX,JQXX3M,-4,Economy,2,premier 1k,Boomer,B787-9,4671,2,F_2812
2035,IAX,SFX,OTXX1N,-13,Economy,2,premier silver,Gen X,B737-900,1635,3,F_2813
721,DEX,YYX,HEXX97,-4,Economy,2,non-elite,Millennial,A319-100,899,3,F_2814
2449,SFX,EWX,FCXX93,19,Economy,1,non-elite,Gen X,B777-200,2565,3,F_2815
945,ORX,FRX,I2XXG6,-15,Economy,2,non-elite,Gen X,B787-8,4344,5,F_2816
108,MUX,IAX,IQXXGL,-14,Economy,2,non-elite,Boomer,B777-200,4263,1,F_2817
987,CDX,ORX,MGXXWW,-23,Economy,1,premier gold,Gen X,B787-9,4153,2,F_2818
1540,NAX,EWX,IBXXRG,-9,Economy,1,non-elite,Boomer,A320-200,1096,1,F_2819
6077,DFX,IAX,ERXXW1,-21,Economy,2,non-elite,Gen Z,ERJ-175,1172,5,F_2820
3409,ORX,DCX,JYXX9K,-15,Economy,1,non-elite,Boomer,ERJ-170,612,5,F_2821
565,DEX,EWX,INXX8F,1,Economy,2,non-elite,Boomer,B737-900,1605,2,F_2822
20,EWX,MXX,GEXX3K,-7,Economy,1,non-elite,Millennial,B777-200,4010,5,F_2823
2001,LAX,DEX,JRXXY6,12,Economy,2,non-elite,Boomer,A320-200,629,3,F_2824
6134,CLX,IAX,BXXX3L,-20,Economy,1,non-elite,Gen X,ERJ-175,913,4,F_2825
1710,ORX,SAX,F7XXPR,-22,Economy,1,premier gold,Boomer,B737-900,1723,4,F_2826
2261,MCX,DEX,GZXXCG,-21,Economy,2,non-elite,Boomer,B757-200,1545,3,F_2827
591,BWX,ORX,J4XX4C,-17,Economy,1,non-elite,Boomer,A320-200,621,5,F_2828
1870,SFX,IAX,MJXXF2,-8,Economy,2,premier silver,Boomer,B777-300,2419,1,F_2829
1599,PWX,ORX,G2XXMZ,-21,Economy,1,non-elite,Boomer,A319-100,900,2,F_2830
499,DEX,PDX,APXXQJ,-14,Economy,2,non-elite,Gen X,B737-900,992,3,F_2831
188,JNX,EWX,J6XXZ1,-36,Economy,1,non-elite,Gen X,B787-9,7989,1,F_2832
1963,ORX,MSX,DWXXSR,-14,Economy,1,non-elite,Boomer,A320-200,334,3,F_2833
1634,IAX,ORX,GWXXSC,-24,Economy,1,non-elite,Silent,B737-800,925,3,F_2834
4763,FCX,ORX,GFXXXM,-23,Economy,2,non-elite,Boomer,ERJ-175,1352,4,F_2835
1819,EWX,DTX,I1XXQ6,30,Economy,1,non-elite,Gen X,A320-200,487,3,F_2836
2614,DEX,EWX,PFXXKV,-6,Economy,2,premier gold,Gen X,B737-900,1605,4,F_2837
476,DEX,IAX,I1XXX0,37,Economy,2,premier silver,Millennial,B737-800,861,3,F_2838
1265,OMX,DEX,FBXXR8,-3,Economy,2,non-elite,Gen X,B737-MAX8,472,5,F_2839
683,EWX,SFX,GNXXZH,-12,Economy,1,premier gold,Millennial,B777-300,2565,2,F_2840
5338,TUX,IAX,DHXX1J,7,Economy,2,non-elite,Boomer,ERJ-175,936,4,F_2841
929,LHX,ORX,MKXXVG,-5,Economy,2,non-elite,Boomer,B767-300,3953,5,F_2842
1647,SYX,DEX,AGXXMC,15,Economy,1,non-elite,Boomer,A319-100,1492,3,F_2843
864,SFX,SYX,HHXX81,-50,Economy,1,premier silver,Millennial,B777-300,7417,2,F_2844
1197,CUX,ORX,JYXX9J,-7,Economy,1,non-elite,Gen X,B737-900,1444,2,F_2845
1018,CUX,IAX,DRXXZQ,44,Economy,1,non-elite,Boomer,B737-900,812,2,F_2846
1507,SFX,ORX,L0XXDR,-11,Economy,1,non-elite,Gen X,B757-300,1846,1,F_2847
933,IAX,FRX,JJXX9G,34,Economy,1,non-elite,Gen X,B777-200,4082,2,F_2848
363,HNX,EWX,LRXXRR,-6,Economy,1,non-elite,Gen X,B777-200,4962,2,F_2849
6178,MCX,IAX,JSXXXN,-6,Economy,2,non-elite,Gen X,ERJ-175,643,4,F_2850
2398,MCX,EWX,AYXXVY,2,Economy,1,premier 1k,Gen X,B737-900,938,1,F_2851
6137,CMX,IAX,G4XXP7,-24,Economy,1,premier platinum,Gen X,ERJ-175,986,2,F_2852
417,ORX,MXX,K4XXW0,-17,Economy,1,non-elite,Boomer,B787-8,4523,5,F_2853
2311,ORX,SNX,LQXX8J,-34,Economy,1,non-elite,Gen Z,B737-700,1726,2,F_2854
6048,CMX,IAX,H5XXJV,-21,Economy,2,premier silver,Gen X,ERJ-175,299,2,F_2855
759,RAX,ORX,OMXXR6,-19,Economy,2,non-elite,Gen X,A320-200,780,5,F_2856
86,TLX,EWX,FNXX52,-21,Economy,1,premier gold,Boomer,B787-10,5692,2,F_2857
1806,LAX,EWX,LMXXMV,-12,Economy,1,non-elite,Boomer,B737-900,2227,1,F_2858
66,LIX,EWX,IBXX68,2,Economy,1,non-elite,Millennial,B787-10,3385,5,F_2859
1283,PHX,LAX,PWXX2Y,-20,Economy,1,non-elite,Millennial,A320-200,370,1,F_2860
657,ORX,BOX,LEXX8N,-16,Economy,1,premier gold,Gen X,B737-MAX9,867,2,F_2861
532,EWX,PBX,JRXX9T,-7,Economy,1,non-elite,Boomer,B737-800,1024,5,F_2862
1973,MCX,ORX,NPXX6L,-12,Economy,1,non-elite,Boomer,B737-800,1005,4,F_2863
1040,AUX,EWX,G8XXC3,-8,Economy,1,non-elite,Boomer,B737-900,1958,1,F_2864
4757,ORX,DCX,IJXXJZ,-23,Economy,1,premier silver,Gen X,ERJ-175,612,2,F_2865
1445,IAX,DCX,MPXXT4,35,Economy,2,non-elite,Boomer,B737-800,1208,2,F_2866
1409,IAX,BZX,CCXXB6,-16,Economy,1,non-elite,Gen X,B737-800,965,1,F_2867
4172,EWX,DCX,IZXXHK,162,Economy,1,non-elite,Millennial,CRJ-550,199,1,F_2868
1278,CUX,LAX,CTXX4S,-18,Economy,1,non-elite,Gen Z,B737-900,2119,1,F_2869
1545,SFX,DEX,ACXX1M,-13,Economy,2,premier silver,Millennial,A320-200,967,5,F_2870
924,LAX,LHX,MEXX98,-29,Economy,1,premier silver,Boomer,B787-9,5456,1,F_2871
1174,SJX,EWX,CGXXBH,0,Economy,1,non-elite,Boomer,B767-400,1608,4,F_2872
5662,PHX,ORX,O4XXWJ,-16,Economy,1,premier gold,Boomer,ERJ-175,678,4,F_2873
1956,ORX,ATX,N7XX1L,19,Economy,1,premier silver,Gen X,A319-100,606,5,F_2874
640,DEX,MSX,B5XXYZ,-13,Economy,1,premier 1k,Boomer,B737-800,679,1,F_2875
1606,LAX,BWX,G1XX46,-6,Economy,1,non-elite,Boomer,B737-900,2329,3,F_2876
362,DEX,BOX,I0XXNJ,-2,Economy,1,non-elite,Boomer,B737-MAX9,1754,2,F_2877
6024,IAX,CLX,MEXXN3,-7,Economy,2,premier silver,Gen X,ERJ-175,321,2,F_2878
1667,SFX,EWX,H9XXVJ,-5,Economy,1,premier silver,Gen X,B777-200,2565,3,F_2879
4436,EWX,DCX,LLXXFT,3,Economy,2,non-elite,Boomer,CRJ-550,199,4,F_2880
1233,EWX,ORX,LFXXW9,-12,Economy,1,premier silver,Millennial,B737-MAX8,719,2,F_2881
252,BWX,LAX,BYXXS3,-16,Economy,1,non-elite,Millennial,B737-900,2329,2,F_2882
2329,PDX,DEX,N6XXYY,-17,Economy,2,non-elite,Boomer,B737-900,992,2,F_2883
397,HNX,SFX,O7XXEC,-27,Economy,2,non-elite,Boomer,B777-300,2399,3,F_2884
764,DEX,ORX,IYXXCR,32,Economy,2,premier platinum,Boomer,B777-200,888,1,F_2885
83,EWX,DEX,NLXXS3,-14,Economy,1,non-elite,Gen X,B787-9,7323,2,F_2886
336,DEX,MSX,AVXXGP,-15,Economy,1,premier gold,Gen X,A320-200,680,1,F_2887
2037,SJX,EWX,FXXXT6,6,Economy,1,non-elite,Gen X,B737-900,1608,2,F_2888
42,FCX,EWX,HMXXDX,-3,Economy,1,non-elite,Boomer,B777-300,4292,4,F_2889
1841,DEX,IAX,AKXX4G,-11,Economy,1,premier gold,Silent,B737-900,1452,3,F_2890
893,ICX,SFX,L1XXX6,-16,Economy,2,non-elite,Gen Z,B787-9,5659,3,F_2891
1579,IAX,LAX,OMXX55,-12,Economy,1,premier 1k,Boomer,B777-200,1379,2,F_2892
215,HNX,SFX,CKXXGC,-24,Economy,1,premier silver,Silent,B737-800,2399,5,F_2893
1016,CUX,IAX,C2XXQN,-22,Economy,1,non-elite,Gen X,B737-900,812,1,F_2894
958,GVX,EWX,L6XX6P,-28,Economy,2,non-elite,Gen X,B767-300,3878,2,F_2895
2061,IAX,BOX,GGXXCZ,-21,Economy,1,premier 1k,Boomer,B737-900,413,5,F_2896
2351,SAX,ORX,CDXXQZ,-21,Economy,1,non-elite,Gen X,B737-800,1723,2,F_2897
2427,IAX,BOX,DLXX6Q,-20,Economy,1,premier gold,Boomer,A320-200,1597,1,F_2898
791,ORX,YVX,F0XXGN,25,Economy,2,non-elite,Boomer,B737-MAX9,1764,1,F_2899
86,TLX,EWX,D4XX0M,-22,Economy,1,non-elite,Boomer,B787-10,5692,2,F_2900
3425,CVX,ORX,H7XXP4,-6,Economy,2,non-elite,Gen X,ERJ-170,264,1,F_2901
966,NAX,EWX,JNXXST,41,Economy,1,premier silver,Gen X,B767-300,4416,2,F_2902
1201,SFX,LAX,OWXXFR,-15,Economy,1,non-elite,Boomer,B737-800,337,2,F_2903
